,PROVINCIA,Código municipio (INE),MUNICIPIO,Código comarca,COMARCA,GRUPO DE CULTIVO,Código cultivo,CULTIVO,SECANO (hectáreas),REGADIO (hectáreas),SUPERFICIE CULTIVADA (hectáreas),año
6646,VALENCIA,46082,CANET D'EN BERENGUER,12,EL CAMP DE MORVEDRE,CITRICOS,1103,MANDARINO,0,17,17,2019
6647,VALENCIA,46082,CANET D'EN BERENGUER,12,EL CAMP DE MORVEDRE,CITRICOS,1101,NARANJO DULCE,0,75,75,2019
6648,VALENCIA,46082,CANET D'EN BERENGUER,12,EL CAMP DE MORVEDRE,FRUTALES,12173,CAQUI,0,2,2,2019
6649,VALENCIA,46083,CARCAIXENT,20,LA RIBERA ALTA,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,12,12,2019
6650,VALENCIA,46083,CARCAIXENT,20,LA RIBERA ALTA,CITRICOS,1103,MANDARINO,0,522,522,2019
6651,VALENCIA,46083,CARCAIXENT,20,LA RIBERA ALTA,CITRICOS,1101,NARANJO DULCE,0,1700,1700,2019
6652,VALENCIA,46083,CARCAIXENT,20,LA RIBERA ALTA,CITRICOS,1105,POMELO,0,24,24,2019
6654,VALENCIA,46083,CARCAIXENT,20,LA RIBERA ALTA,FRUTALES,1206,ALBARICOQUERO,0,1,1,2019
6655,VALENCIA,46083,CARCAIXENT,20,LA RIBERA ALTA,FRUTALES,1218,ALMENDRO,10,0,10,2019
6656,VALENCIA,46083,CARCAIXENT,20,LA RIBERA ALTA,FRUTALES,12173,CAQUI,0,183,183,2019
6657,VALENCIA,46083,CARCAIXENT,20,LA RIBERA ALTA,FRUTALES,1212,GRANADO,0,3,3,2019
6658,VALENCIA,46083,CARCAIXENT,20,LA RIBERA ALTA,FRUTALES,1208,MELOCOTONERO,0,9,9,2019
6659,VALENCIA,46083,CARCAIXENT,20,LA RIBERA ALTA,FRUTALES,1219,NOGAL,0,1,1,2019
6664,VALENCIA,46084,CÀRCER,20,LA RIBERA ALTA,CITRICOS,1104,LIMONERO,0,1,1,2019
6665,VALENCIA,46084,CÀRCER,20,LA RIBERA ALTA,CITRICOS,1103,MANDARINO,0,160,160,2019
6666,VALENCIA,46084,CÀRCER,20,LA RIBERA ALTA,CITRICOS,1101,NARANJO DULCE,0,330,330,2019
6667,VALENCIA,46084,CÀRCER,20,LA RIBERA ALTA,FRUTALES,12173,CAQUI,0,86,86,2019
6668,VALENCIA,46084,CÀRCER,20,LA RIBERA ALTA,FRUTALES,1212,GRANADO,0,4,4,2019
6669,VALENCIA,46084,CÀRCER,20,LA RIBERA ALTA,FRUTALES,1208,MELOCOTONERO,0,6,6,2019
6670,VALENCIA,46085,CARLET,20,LA RIBERA ALTA,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,13,13,2019
6671,VALENCIA,46085,CARLET,20,LA RIBERA ALTA,CITRICOS,1103,MANDARINO,0,664,664,2019
6672,VALENCIA,46085,CARLET,20,LA RIBERA ALTA,CITRICOS,1101,NARANJO DULCE,0,140,140,2019
6675,VALENCIA,46085,CARLET,20,LA RIBERA ALTA,FRUTALES,1206,ALBARICOQUERO,1,52,53,2019
6676,VALENCIA,46085,CARLET,20,LA RIBERA ALTA,FRUTALES,1218,ALMENDRO,2,0,2,2019
6677,VALENCIA,46085,CARLET,20,LA RIBERA ALTA,FRUTALES,12173,CAQUI,0,1349,1349,2019
6678,VALENCIA,46085,CARLET,20,LA RIBERA ALTA,FRUTALES,1209,CIRUELO,0,3,3,2019
6679,VALENCIA,46085,CARLET,20,LA RIBERA ALTA,FRUTALES,1212,GRANADO,0,1,1,2019
6680,VALENCIA,46085,CARLET,20,LA RIBERA ALTA,FRUTALES,1210,HIGUERA,0,1,1,2019
6681,VALENCIA,46085,CARLET,20,LA RIBERA ALTA,FRUTALES,12171,KIWI,0,3,3,2019
6682,VALENCIA,46085,CARLET,20,LA RIBERA ALTA,FRUTALES,1208,MELOCOTONERO,0,434,434,2019
6697,VALENCIA,46086,CARRÍCOLA,24,LA VALL D'ALBAIDA,CITRICOS,1103,MANDARINO,0,20,20,2019
6698,VALENCIA,46086,CARRÍCOLA,24,LA VALL D'ALBAIDA,CITRICOS,1101,NARANJO DULCE,0,20,20,2019
6699,VALENCIA,46086,CARRÍCOLA,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,3,6,9,2019
6700,VALENCIA,46086,CARRÍCOLA,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,9,0,9,2019
6701,VALENCIA,46086,CARRÍCOLA,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,0,20,20,2019
6702,VALENCIA,46086,CARRÍCOLA,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,5,6,11,2019
6703,VALENCIA,46086,CARRÍCOLA,24,LA VALL D'ALBAIDA,FRUTALES,1212,GRANADO,0,2,2,2019
6704,VALENCIA,46086,CARRÍCOLA,24,LA VALL D'ALBAIDA,FRUTALES,1208,MELOCOTONERO,1,12,13,2019
6719,VALENCIA,46087,CASAS ALTAS,9,RINCÓN DE ADEMUZ,FRUTALES,1218,ALMENDRO,168,7,175,2019
6720,VALENCIA,46087,CASAS ALTAS,9,RINCÓN DE ADEMUZ,FRUTALES,12173,CAQUI,0,1,1,2019
6721,VALENCIA,46087,CASAS ALTAS,9,RINCÓN DE ADEMUZ,FRUTALES,1201,MANZANO,0,5,5,2019
6722,VALENCIA,46087,CASAS ALTAS,9,RINCÓN DE ADEMUZ,FRUTALES,1219,NOGAL,0,1,1,2019
6729,VALENCIA,46088,CASAS BAJAS,9,RINCÓN DE ADEMUZ,FRUTALES,1218,ALMENDRO,188,5,193,2019
6730,VALENCIA,46088,CASAS BAJAS,9,RINCÓN DE ADEMUZ,FRUTALES,1201,MANZANO,0,3,3,2019
6731,VALENCIA,46088,CASAS BAJAS,9,RINCÓN DE ADEMUZ,FRUTALES,1208,MELOCOTONERO,0,1,1,2019
6732,VALENCIA,46088,CASAS BAJAS,9,RINCÓN DE ADEMUZ,FRUTALES,1219,NOGAL,4,1,5,2019
6736,VALENCIA,46089,CASINOS,11,EL CAMP DE TÚRIA,CITRICOS,1103,MANDARINO,0,105,105,2019
6737,VALENCIA,46089,CASINOS,11,EL CAMP DE TÚRIA,CITRICOS,1101,NARANJO DULCE,0,324,324,2019
6739,VALENCIA,46089,CASINOS,11,EL CAMP DE TÚRIA,FRUTALES,1218,ALMENDRO,600,330,930,2019
6740,VALENCIA,46089,CASINOS,11,EL CAMP DE TÚRIA,FRUTALES,12173,CAQUI,0,17,17,2019
6741,VALENCIA,46089,CASINOS,11,EL CAMP DE TÚRIA,FRUTALES,1212,GRANADO,0,5,5,2019
6742,VALENCIA,46089,CASINOS,11,EL CAMP DE TÚRIA,FRUTALES,1210,HIGUERA,0,4,4,2019
6743,VALENCIA,46089,CASINOS,11,EL CAMP DE TÚRIA,FRUTALES,1208,MELOCOTONERO,1,46,47,2019
6755,VALENCIA,46090,CASTELLÓ DE RUGAT,24,LA VALL D'ALBAIDA,CITRICOS,1103,MANDARINO,0,4,4,2019
6756,VALENCIA,46090,CASTELLÓ DE RUGAT,24,LA VALL D'ALBAIDA,CITRICOS,1101,NARANJO DULCE,0,8,8,2019
6757,VALENCIA,46090,CASTELLÓ DE RUGAT,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,13,50,63,2019
6758,VALENCIA,46090,CASTELLÓ DE RUGAT,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,26,0,26,2019
6759,VALENCIA,46090,CASTELLÓ DE RUGAT,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,0,110,110,2019
6760,VALENCIA,46090,CASTELLÓ DE RUGAT,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,24,28,52,2019
6761,VALENCIA,46090,CASTELLÓ DE RUGAT,24,LA VALL D'ALBAIDA,FRUTALES,1210,HIGUERA,1,0,1,2019
6762,VALENCIA,46090,CASTELLÓ DE RUGAT,24,LA VALL D'ALBAIDA,FRUTALES,1208,MELOCOTONERO,35,27,62,2019
6763,VALENCIA,46090,CASTELLÓ DE RUGAT,24,LA VALL D'ALBAIDA,FRUTALES,1219,NOGAL,4,0,4,2019
6769,VALENCIA,46091,CASTELLONET DE LA CONQUESTA,25,LA SAFOR,CITRICOS,1103,MANDARINO,0,81,81,2019
6770,VALENCIA,46091,CASTELLONET DE LA CONQUESTA,25,LA SAFOR,CITRICOS,1101,NARANJO DULCE,0,76,76,2019
6771,VALENCIA,46091,CASTELLONET DE LA CONQUESTA,25,LA SAFOR,FRUTALES,1218,ALMENDRO,1,0,1,2019
6772,VALENCIA,46091,CASTELLONET DE LA CONQUESTA,25,LA SAFOR,FRUTALES,12173,CAQUI,0,3,3,2019
6773,VALENCIA,46091,CASTELLONET DE LA CONQUESTA,25,LA SAFOR,FRUTALES,1208,MELOCOTONERO,0,1,1,2019
6783,VALENCIA,46092,CASTIELFABIB,9,RINCÓN DE ADEMUZ,FRUTALES,1218,ALMENDRO,270,10,280,2019
6784,VALENCIA,46092,CASTIELFABIB,9,RINCÓN DE ADEMUZ,FRUTALES,1201,MANZANO,0,15,15,2019
6785,VALENCIA,46092,CASTIELFABIB,9,RINCÓN DE ADEMUZ,FRUTALES,1219,NOGAL,5,5,10,2019
6786,VALENCIA,46092,CASTIELFABIB,9,RINCÓN DE ADEMUZ,FRUTALES,1202,PERAL,0,1,1,2019
6790,VALENCIA,46093,CATADAU,20,LA RIBERA ALTA,CITRICOS,1103,MANDARINO,0,242,242,2019
6791,VALENCIA,46093,CATADAU,20,LA RIBERA ALTA,CITRICOS,1101,NARANJO DULCE,0,130,130,2019
6794,VALENCIA,46093,CATADAU,20,LA RIBERA ALTA,FRUTALES,1206,ALBARICOQUERO,2,13,15,2019
6795,VALENCIA,46093,CATADAU,20,LA RIBERA ALTA,FRUTALES,1218,ALMENDRO,25,0,25,2019
6796,VALENCIA,46093,CATADAU,20,LA RIBERA ALTA,FRUTALES,12173,CAQUI,0,237,237,2019
6797,VALENCIA,46093,CATADAU,20,LA RIBERA ALTA,FRUTALES,1209,CIRUELO,0,6,6,2019
6798,VALENCIA,46093,CATADAU,20,LA RIBERA ALTA,FRUTALES,1212,GRANADO,0,4,4,2019
6799,VALENCIA,46093,CATADAU,20,LA RIBERA ALTA,FRUTALES,12171,KIWI,0,1,1,2019
6800,VALENCIA,46093,CATADAU,20,LA RIBERA ALTA,FRUTALES,1208,MELOCOTONERO,0,235,235,2019
6801,VALENCIA,46093,CATADAU,20,LA RIBERA ALTA,FRUTALES,1219,NOGAL,1,0,1,2019
6807,VALENCIA,46094,CATARROJA,16,L'HORTA SUD,CITRICOS,1103,MANDARINO,0,48,48,2019
6808,VALENCIA,46094,CATARROJA,16,L'HORTA SUD,CITRICOS,1101,NARANJO DULCE,0,60,60,2019
6812,VALENCIA,46094,CATARROJA,16,L'HORTA SUD,FRUTALES,12173,CAQUI,0,21,21,2019
6813,VALENCIA,46094,CATARROJA,16,L'HORTA SUD,FRUTALES,1210,HIGUERA,0,2,2,2019
6814,VALENCIA,46094,CATARROJA,16,L'HORTA SUD,FRUTALES,12171,KIWI,0,1,1,2019
6815,VALENCIA,46094,CATARROJA,16,L'HORTA SUD,FRUTALES,1208,MELOCOTONERO,0,2,2,2019
6840,VALENCIA,46095,CAUDETE DE LAS FUENTES,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1218,ALMENDRO,408,31,439,2019
6841,VALENCIA,46095,CAUDETE DE LAS FUENTES,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1209,CIRUELO,1,0,1,2019
6842,VALENCIA,46095,CAUDETE DE LAS FUENTES,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1204,NISPERO,0,1,1,2019
6843,VALENCIA,46095,CAUDETE DE LAS FUENTES,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1219,NOGAL,0,4,4,2019
6848,VALENCIA,46096,CERDÀ,23,LA COSTERA,CITRICOS,1103,MANDARINO,0,9,9,2019
6849,VALENCIA,46096,CERDÀ,23,LA COSTERA,CITRICOS,1101,NARANJO DULCE,0,12,12,2019
6850,VALENCIA,46096,CERDÀ,23,LA COSTERA,FRUTALES,1206,ALBARICOQUERO,0,2,2,2019
6851,VALENCIA,46096,CERDÀ,23,LA COSTERA,FRUTALES,12173,CAQUI,0,4,4,2019
6852,VALENCIA,46096,CERDÀ,23,LA COSTERA,FRUTALES,1209,CIRUELO,1,0,1,2019
6853,VALENCIA,46096,CERDÀ,23,LA COSTERA,FRUTALES,1212,GRANADO,0,1,1,2019
6859,VALENCIA,46097,COFRENTES,19,EL VALLE DE AYORA,FRUTALES,1218,ALMENDRO,568,28,596,2019
6860,VALENCIA,46097,COFRENTES,19,EL VALLE DE AYORA,FRUTALES,1209,CIRUELO,1,0,1,2019
6861,VALENCIA,46097,COFRENTES,19,EL VALLE DE AYORA,FRUTALES,1208,MELOCOTONERO,4,9,13,2019
6869,VALENCIA,46098,CORBERA,21,LA RIBERA BAIXA,CITRICOS,1104,LIMONERO,0,3,3,2019
6870,VALENCIA,46098,CORBERA,21,LA RIBERA BAIXA,CITRICOS,1103,MANDARINO,0,166,166,2019
6871,VALENCIA,46098,CORBERA,21,LA RIBERA BAIXA,CITRICOS,1101,NARANJO DULCE,0,624,624,2019
6873,VALENCIA,46098,CORBERA,21,LA RIBERA BAIXA,FRUTALES,12173,CAQUI,0,47,47,2019
6874,VALENCIA,46098,CORBERA,21,LA RIBERA BAIXA,FRUTALES,1208,MELOCOTONERO,0,2,2,2019
6878,VALENCIA,46099,CORTES DE PALLÁS,19,EL VALLE DE AYORA,FRUTALES,1218,ALMENDRO,220,19,239,2019
6879,VALENCIA,46099,CORTES DE PALLÁS,19,EL VALLE DE AYORA,FRUTALES,1208,MELOCOTONERO,1,1,2,2019
6880,VALENCIA,46099,CORTES DE PALLÁS,19,EL VALLE DE AYORA,FRUTALES,1219,NOGAL,0,3,3,2019
6889,VALENCIA,46100,COTES,20,LA RIBERA ALTA,CITRICOS,1103,MANDARINO,0,48,48,2019
6890,VALENCIA,46100,COTES,20,LA RIBERA ALTA,CITRICOS,1101,NARANJO DULCE,0,200,200,2019
6891,VALENCIA,46100,COTES,20,LA RIBERA ALTA,FRUTALES,12173,CAQUI,0,27,27,2019
6893,VALENCIA,46101,QUART DE LES VALLS,12,EL CAMP DE MORVEDRE,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,9,9,2019
6894,VALENCIA,46101,QUART DE LES VALLS,12,EL CAMP DE MORVEDRE,CITRICOS,1103,MANDARINO,0,190,190,2019
6895,VALENCIA,46101,QUART DE LES VALLS,12,EL CAMP DE MORVEDRE,CITRICOS,1101,NARANJO DULCE,0,84,84,2019
6896,VALENCIA,46101,QUART DE LES VALLS,12,EL CAMP DE MORVEDRE,FRUTALES,1213,AGUACATE,0,16,16,2019
6897,VALENCIA,46101,QUART DE LES VALLS,12,EL CAMP DE MORVEDRE,FRUTALES,12173,CAQUI,0,5,5,2019
6898,VALENCIA,46101,QUART DE LES VALLS,12,EL CAMP DE MORVEDRE,FRUTALES,1204,NISPERO,0,1,1,2019
6900,VALENCIA,46102,QUART DE POBLET,14,L'HORTA OEST,CITRICOS,1103,MANDARINO,0,182,182,2019
6901,VALENCIA,46102,QUART DE POBLET,14,L'HORTA OEST,CITRICOS,1101,NARANJO DULCE,0,289,289,2019
6902,VALENCIA,46102,QUART DE POBLET,14,L'HORTA OEST,CITRICOS,1105,POMELO,0,1,1,2019
6904,VALENCIA,46102,QUART DE POBLET,14,L'HORTA OEST,FRUTALES,1206,ALBARICOQUERO,1,13,14,2019
6905,VALENCIA,46102,QUART DE POBLET,14,L'HORTA OEST,FRUTALES,1218,ALMENDRO,0,1,1,2019
6906,VALENCIA,46102,QUART DE POBLET,14,L'HORTA OEST,FRUTALES,12173,CAQUI,0,14,14,2019
6907,VALENCIA,46102,QUART DE POBLET,14,L'HORTA OEST,FRUTALES,1212,GRANADO,0,3,3,2019
6908,VALENCIA,46102,QUART DE POBLET,14,L'HORTA OEST,FRUTALES,12171,KIWI,0,1,1,2019
6909,VALENCIA,46102,QUART DE POBLET,14,L'HORTA OEST,FRUTALES,1208,MELOCOTONERO,0,3,3,2019
6910,VALENCIA,46102,QUART DE POBLET,14,L'HORTA OEST,FRUTALES,1219,NOGAL,0,3,3,2019
6922,VALENCIA,46103,QUARTELL,12,EL CAMP DE MORVEDRE,CITRICOS,1103,MANDARINO,0,67,67,2019
6923,VALENCIA,46103,QUARTELL,12,EL CAMP DE MORVEDRE,CITRICOS,1101,NARANJO DULCE,0,53,53,2019
6924,VALENCIA,46103,QUARTELL,12,EL CAMP DE MORVEDRE,FRUTALES,1213,AGUACATE,0,5,5,2019
6925,VALENCIA,46103,QUARTELL,12,EL CAMP DE MORVEDRE,FRUTALES,1212,GRANADO,0,1,1,2019
6932,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,7,7,2019
6933,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,CITRICOS,1103,MANDARINO,0,119,119,2019
6934,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,CITRICOS,1101,NARANJO DULCE,0,157,157,2019
6937,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,2,49,51,2019
6938,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,6,2,8,2019
6939,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,0,65,65,2019
6940,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,4,30,34,2019
6941,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,FRUTALES,1212,GRANADO,0,1,1,2019
6942,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,FRUTALES,1210,HIGUERA,1,1,2,2019
6943,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,FRUTALES,1201,MANZANO,1,2,3,2019
6944,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,FRUTALES,1208,MELOCOTONERO,8,43,51,2019
6945,VALENCIA,46104,QUATRETONDA,24,LA VALL D'ALBAIDA,FRUTALES,1219,NOGAL,0,1,1,2019
6963,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,13,13,2019
6964,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,CITRICOS,1104,LIMONERO,0,2,2,2019
6965,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,CITRICOS,1103,MANDARINO,0,299,299,2019
6966,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,CITRICOS,1101,NARANJO DULCE,0,663,663,2019
6967,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,CITRICOS,1105,POMELO,0,17,17,2019
6970,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,FRUTALES,1213,AGUACATE,0,8,8,2019
6971,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,FRUTALES,12173,CAQUI,0,10,10,2019
6972,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,FRUTALES,1212,GRANADO,0,9,9,2019
6973,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,FRUTALES,1210,HIGUERA,0,1,1,2019
6974,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,FRUTALES,12171,KIWI,0,2,2,2019
6975,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,FRUTALES,1204,NISPERO,0,1,1,2019
6976,VALENCIA,46105,CULLERA,21,LA RIBERA BAIXA,FRUTALES,1219,NOGAL,0,1,1,2019
6993,VALENCIA,46106,CHELVA,10,LOS SERRANOS,CITRICOS,1101,NARANJO DULCE,0,6,6,2019
6997,VALENCIA,46106,CHELVA,10,LOS SERRANOS,FRUTALES,1218,ALMENDRO,275,140,415,2019
6998,VALENCIA,46106,CHELVA,10,LOS SERRANOS,FRUTALES,1219,NOGAL,35,5,40,2019
7006,VALENCIA,46107,CHELLA,22,LA CANAL DE NAVARRÉS,CITRICOS,1103,MANDARINO,0,57,57,2019
7007,VALENCIA,46107,CHELLA,22,LA CANAL DE NAVARRÉS,CITRICOS,1101,NARANJO DULCE,0,70,70,2019
7009,VALENCIA,46107,CHELLA,22,LA CANAL DE NAVARRÉS,FRUTALES,1206,ALBARICOQUERO,2,2,4,2019
7010,VALENCIA,46107,CHELLA,22,LA CANAL DE NAVARRÉS,FRUTALES,1218,ALMENDRO,15,2,17,2019
7011,VALENCIA,46107,CHELLA,22,LA CANAL DE NAVARRÉS,FRUTALES,12173,CAQUI,0,68,68,2019
7012,VALENCIA,46107,CHELLA,22,LA CANAL DE NAVARRÉS,FRUTALES,1209,CIRUELO,5,5,10,2019
7013,VALENCIA,46107,CHELLA,22,LA CANAL DE NAVARRÉS,FRUTALES,1212,GRANADO,0,3,3,2019
7014,VALENCIA,46107,CHELLA,22,LA CANAL DE NAVARRÉS,FRUTALES,1208,MELOCOTONERO,0,3,3,2019
7015,VALENCIA,46107,CHELLA,22,LA CANAL DE NAVARRÉS,FRUTALES,1219,NOGAL,3,5,8,2019
7016,VALENCIA,46107,CHELLA,22,LA CANAL DE NAVARRÉS,FRUTALES,1222,PISTACHO,0,1,1,2019
7026,VALENCIA,46108,CHERA,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1218,ALMENDRO,247,75,322,2019
7027,VALENCIA,46108,CHERA,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1219,NOGAL,1,1,2,2019
7028,VALENCIA,46108,CHERA,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1222,PISTACHO,7,0,7,2019
7031,VALENCIA,46109,CHESTE,18,LA HOYA DE BUÑOL,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,1,1,2019
7032,VALENCIA,46109,CHESTE,18,LA HOYA DE BUÑOL,CITRICOS,1103,MANDARINO,0,350,350,2019
7033,VALENCIA,46109,CHESTE,18,LA HOYA DE BUÑOL,CITRICOS,1101,NARANJO DULCE,0,620,620,2019
7034,VALENCIA,46109,CHESTE,18,LA HOYA DE BUÑOL,CITRICOS,1105,POMELO,0,9,9,2019
7037,VALENCIA,46109,CHESTE,18,LA HOYA DE BUÑOL,FRUTALES,1206,ALBARICOQUERO,1,13,14,2019
7038,VALENCIA,46109,CHESTE,18,LA HOYA DE BUÑOL,FRUTALES,1218,ALMENDRO,244,109,353,2019
7039,VALENCIA,46109,CHESTE,18,LA HOYA DE BUÑOL,FRUTALES,12173,CAQUI,0,56,56,2019
7040,VALENCIA,46109,CHESTE,18,LA HOYA DE BUÑOL,FRUTALES,1209,CIRUELO,0,3,3,2019
7041,VALENCIA,46109,CHESTE,18,LA HOYA DE BUÑOL,FRUTALES,1212,GRANADO,0,7,7,2019
7042,VALENCIA,46109,CHESTE,18,LA HOYA DE BUÑOL,FRUTALES,1208,MELOCOTONERO,1,15,16,2019
7051,VALENCIA,46110,XIRIVELLA,14,L'HORTA OEST,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,3,3,2019
7052,VALENCIA,46110,XIRIVELLA,14,L'HORTA OEST,CITRICOS,1103,MANDARINO,0,13,13,2019
7053,VALENCIA,46110,XIRIVELLA,14,L'HORTA OEST,CITRICOS,1101,NARANJO DULCE,0,11,11,2019
7056,VALENCIA,46110,XIRIVELLA,14,L'HORTA OEST,FRUTALES,12173,CAQUI,0,3,3,2019
7069,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,1,1,2019
7070,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,CITRICOS,1103,MANDARINO,0,758,758,2019
7071,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,CITRICOS,1101,NARANJO DULCE,0,1227,1227,2019
7072,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,CITRICOS,1105,POMELO,0,18,18,2019
7076,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,FRUTALES,1213,AGUACATE,0,4,4,2019
7077,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,FRUTALES,1206,ALBARICOQUERO,2,11,13,2019
7078,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,FRUTALES,1218,ALMENDRO,548,86,634,2019
7079,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,FRUTALES,12173,CAQUI,0,78,78,2019
7080,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,FRUTALES,1207,CEREZO Y GUINDO,0,1,1,2019
7081,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,FRUTALES,1212,GRANADO,0,9,9,2019
7082,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,FRUTALES,12171,KIWI,0,1,1,2019
7083,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,FRUTALES,1208,MELOCOTONERO,0,11,11,2019
7084,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,FRUTALES,1219,NOGAL,1,2,3,2019
7085,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,FRUTALES,1202,PERAL,0,1,1,2019
7094,VALENCIA,46112,CHULILLA,10,LOS SERRANOS,CITRICOS,1103,MANDARINO,0,220,220,2019
7095,VALENCIA,46112,CHULILLA,10,LOS SERRANOS,CITRICOS,1101,NARANJO DULCE,0,456,456,2019
7096,VALENCIA,46112,CHULILLA,10,LOS SERRANOS,CITRICOS,1105,POMELO,0,8,8,2019
7097,VALENCIA,46112,CHULILLA,10,LOS SERRANOS,FRUTALES,1206,ALBARICOQUERO,9,15,24,2019
7098,VALENCIA,46112,CHULILLA,10,LOS SERRANOS,FRUTALES,1218,ALMENDRO,176,103,279,2019
7099,VALENCIA,46112,CHULILLA,10,LOS SERRANOS,FRUTALES,12173,CAQUI,0,33,33,2019
7100,VALENCIA,46112,CHULILLA,10,LOS SERRANOS,FRUTALES,1209,CIRUELO,1,1,2,2019
7101,VALENCIA,46112,CHULILLA,10,LOS SERRANOS,FRUTALES,1212,GRANADO,0,1,1,2019
7102,VALENCIA,46112,CHULILLA,10,LOS SERRANOS,FRUTALES,1210,HIGUERA,0,1,1,2019
7103,VALENCIA,46112,CHULILLA,10,LOS SERRANOS,FRUTALES,12171,KIWI,0,1,1,2019
7104,VALENCIA,46112,CHULILLA,10,LOS SERRANOS,FRUTALES,1208,MELOCOTONERO,2,58,60,2019
7111,VALENCIA,46113,DAIMÚS,25,LA SAFOR,CITRICOS,1103,MANDARINO,0,25,25,2019
7112,VALENCIA,46113,DAIMÚS,25,LA SAFOR,CITRICOS,1101,NARANJO DULCE,0,50,50,2019
7113,VALENCIA,46114,DOMEÑO,10,LOS SERRANOS,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,3,3,2019
7114,VALENCIA,46114,DOMEÑO,10,LOS SERRANOS,CITRICOS,1103,MANDARINO,0,20,20,2019
7115,VALENCIA,46114,DOMEÑO,10,LOS SERRANOS,CITRICOS,1101,NARANJO DULCE,0,112,112,2019
7116,VALENCIA,46114,DOMEÑO,10,LOS SERRANOS,CITRICOS,1105,POMELO,0,1,1,2019
7117,VALENCIA,46114,DOMEÑO,10,LOS SERRANOS,FRUTALES,1218,ALMENDRO,144,6,150,2019
7118,VALENCIA,46114,DOMEÑO,10,LOS SERRANOS,FRUTALES,1208,MELOCOTONERO,0,6,6,2019
